id	nombre	salario
1268	MIGUEL ANGEL	946
1269	FRANCISCO JAVIER	1847
1270	JON	818
1271	JUAN	1343
1272	NIL	2223
1273	EDUARDO	1784
1274	JOSE MANUEL	1165
1275	YAGO	3000
1276	PAU	675
1277	ADAM	1792
1278	OLIVER	675
1279	FRANCISCO	1938
1280	SERGIO	1073
1281	OSCAR	1891
1282	ISMAEL	2669
1283	RAUL	783
1284	ALVARO	2650
1285	ALBERTO	839
1286	ANGEL	1861
1287	FRANCISCO	2343
1288	NICOLAS	2895
1289	PAU	1859
1290	JAN	668
1291	SAUL	2377
1292	MIGUEL ANGEL	1800
1293	RAUL	2629
1294	IAN	2633
1295	ANDRES	1031
1296	JOAN	1338
1297	JORDI	2842
1298	ANGEL	1680
1299	AARON	984
1300	GAEL	1885
1301	ISMAEL	1639
1302	ERIK	1277
1303	RAUL	778
1304	BRUNO	2557
1305	CESAR	1739
1306	YERAY	1573
1307	GAEL	1092
1308	JAN	724
1309	SERGIO	2547
1310	GUILLEM	1911
1311	JUAN	1029
1312	JAN	1751
1313	RAFAEL	2848
1314	OSCAR	2087
1315	UNAI	1172
1316	ALBERTO	645
1317	MARIO	2833
1318	JOSE MANUEL	2124
1319	MATEO	1286
1320	HUGO	2325
1321	JUAN	1699
1322	ADRIA	1877
1323	DIEGO	1061
1324	DIEGO	2175
1325	EDUARDO	955
1326	JORDI	2790
1327	JUAN	1904
1328	JON	1316
1329	MIKEL	836
1330	BRUNO	2515
1331	SAUL	1078
1332	JON	717
1333	IAN	1881
1334	MARIO	2935
1335	SERGIO	2012
1336	RAUL	2971
1337	MATEO	1928
1338	ALEJANDRO	1571
1339	MOHAMED	713
1340	ISMAEL	1073
1341	MARC	2878
1342	OSCAR	937
1343	ARNAU	2630
1344	IGNACIO	2987
1345	ORIOL	2829
1346	JOAN	2673
1347	DANIEL	2695
1348	MARCO	1610
1349	ANTONIO	1730
1350	ADAM	2735
1351	SERGIO	1964
1352	NIL	1708
1353	PAU	2744
1354	RAFAEL	2079
1355	JAVIER	1063
1356	MIGUEL	957
1357	IAN	2532
1358	ANDRES	2626
1359	MARCOS	1237
1360	JOEL	1175
1361	LUIS	1933
1362	HECTOR	2115
1363	ENRIQUE	1137
1364	ROBERTO	2790
1365	UNAI	2927
1366	JAVIER	2132
1367	MANUEL	1782
1368	POL	1091
1369	RAYAN	903
1370	JOAN	2531
1371	JAIME	2531
1372	CARLOS	2264
1373	ANDER	1872
1374	DAVID	1158
1375	PAU	2178
1376	JOSE MANUEL	1948
1377	ALEIX	1146
1378	ANGEL	2283
1379	ALEJANDRO	679
1380	FRANCISCO	2589
1381	JORGE	2415
1382	ANDER	1564
1383	ISAAC	984
1384	JORGE	1242
1385	HECTOR	1426
1386	DAVID	1725
1387	ADAM	1609
1388	ALEX	813
1389	ANDRES	2361
1390	EDUARDO	1856
1391	RODRIGO	1120
1392	JUAN	1778
1393	JUAN	834
1394	ADRIA	2236
1395	ROBERTO	2043
1396	ANDRES	2816
1397	OMAR	1616
1398	RAYAN	2635
1399	PAU	2438
1400	MARTI	1795
1401	LUIS	2483
1402	MARTIN	1544
1403	ANDRES	2575
1404	RAFAEL	2958
1405	DANIEL	2002
1406	JUAN	2419
1407	HECTOR	1812
1408	RODRIGO	1890
1409	PABLO	2966
1410	DIEGO	608
1411	BRUNO	1220
1412	IAN	2706
1413	MARCOS	1847
1414	JOSE MANUEL	1547
1415	RODRIGO	1922
1416	JAVIER	2894
1417	JON	1926
1418	ENRIQUE	1464
1419	RAYAN	695
1420	CRISTIAN	712
1421	MANUEL	1911
1422	PAU	2968
1423	ERIK	1625
1424	IGNACIO	1654
1425	ENRIQUE	1895
1426	JAIME	986
1427	MARCOS	2732
1428	LUCAS	2950
1429	GABRIEL	2671
1430	JOSE ANTONIO	1158
1431	DARIO	1852
1432	ERIK	2087
1433	SAUL	945
1434	ISMAEL	2719
1435	MIKEL	1157
1436	ADRIA	1402
1437	ARNAU	1160
1438	CRISTIAN	2105
1439	VICTOR	1249
1440	DAVID	2144
1441	JOEL	832
1442	CARLOS	979
1443	ARNAU	1844
1444	MARCO	2399
1445	JOAN	1612
1446	ROBERTO	1585
1447	ALONSO	2497
1448	DAVID	1980
1449	SAUL	1529
1450	ERIC	2496
1451	MOHAMED	1690
1452	MARTI	1588
1453	ALONSO	2221
1454	MARCO	1606
1455	SAUL	811
1456	LUIS	1025
1457	SANTIAGO	2506
1458	ISMAEL	1726
1459	NIL	1963
1460	MIGUEL ANGEL	2644
1461	YERAY	735
1462	RODRIGO	1079
1463	MARC	718
1464	IGNACIO	998
1465	DIEGO	2931
1466	GABRIEL	1029
1467	RAUL	1909
1468	GAEL	1840
1469	CRISTIAN	1380
1470	JOSE MANUEL	1209
1471	SERGIO	709
1472	FRANCISCO	2476
1473	MOHAMED	1263
1474	MARTI	821
1475	ANDRES	917
1476	GERARD	1156
1477	IGNACIO	2428
1478	ERIK	2811
1479	ALONSO	2026
1480	CARLOS	877
1481	EDUARDO	1699
1482	ISAAC	2994
1483	MANUEL	676
1484	JOSE	1175
1485	VICTOR	2878
1486	PABLO	2732
1487	JOEL	1575
1488	YERAY	917
1489	SAMUEL	813
1490	RAUL	1360
1491	DARIO	1212
1492	MARTI	2554
1493	YERAY	1178
1494	JOSE	2129
1495	AITOR	2724
1496	RUBEN	2196
1497	POL	2508
1498	MIKEL	1383
1499	ORIOL	1094
1500	FRANCISCO	1926
1501	DARIO	1855
1502	ADRIA	2378
1503	SAUL	1202
1504	ENRIQUE	2945
1505	ANDER	1530
1506	DARIO	1909
1507	ADRIA	2979
1508	BRUNO	1897
1509	ENRIQUE	937
1510	PABLO	2029
1511	MARCOS	1980
1512	GERARD	1341
1513	MIGUEL ANGEL	869
1514	ALBERTO	731
1515	GUILLEM	1791
1516	HECTOR	1728
1517	ALBERTO	1729
1518	RAUL	1701
1519	OSCAR	1442
1520	MARCOS	833
1521	AITOR	770
1522	OSCAR	1913
1523	NIL	1211
1524	ERIK	1537
1525	JAN	1987
1526	HECTOR	2385
1527	SANTIAGO	1136
1528	JOSE ANTONIO	2914
1529	OMAR	2119
1530	AITOR	897
1531	JOSE ANTONIO	2026
1532	ANTONIO	2641
1533	RAYAN	964
1534	JOAN	970
1535	LUCAS	2210
1536	ADRIA	621
1537	IVAN	2045
1538	MIKEL	1615
1539	RAYAN	1287
1540	FERNANDO	1671
1541	ALONSO	770
1542	BRUNO	1623
1543	ANDRES	839
1544	MARIO	970
1545	ISAAC	2605
1546	DIEGO	2224
1547	ALVARO	1888
1548	GUILLEM	628
1549	YERAY	1939
1550	SAUL	1069
1551	ANDER	1377
1552	RUBEN	2518
1553	NICOLAS	1181
1554	ALVARO	1499
1555	LEO	2997
1556	SAMUEL	2573
1557	CESAR	2243
1558	BRUNO	945
1559	NICOLAS	2674
1560	MOHAMED	1123
1561	NIL	1972
1562	MANUEL	2039
1563	JON	1666
1564	ALONSO	1097
1565	ADRIAN	734
1566	MARC	1607
1567	JAN	746
1568	JAN	1900
1569	ARNAU	2751
1570	JORDI	1860
1571	RAUL	2668
1572	ISAAC	1044
1573	MIGUEL	2472
1574	GONZALO	1423
1575	ERIK	1936
1576	JORGE	2854
1577	FRANCISCO	1018
1578	JON	858
1579	JOAN	1534
1580	MOHAMED	2692
1581	ALVARO	2736
1582	DANIEL	2682
1583	ANDRES	1868
1584	ISAAC	1288
1585	PAU	2787
1586	PABLO	711
1587	DAVID	1560
1588	AARON	1945
1589	HUGO	2730
1590	ANDER	2092
1591	MARCO	1464
1592	CESAR	2682
1593	ALONSO	1998
1594	OMAR	1567
1595	ANGEL	1048
1596	ALVARO	1629
1597	AARON	2987
1598	OMAR	1126
1599	ISMAEL	2782
1600	JORDI	1500
1601	FERNANDO	2962
1602	OMAR	2990
1603	JOSE	1607
1604	JAVIER	1947
1605	ADRIA	689
1606	ANGEL	1666
1607	NIL	2662
1608	EDUARDO	2270
1609	MIGUEL	1554
1610	JORDI	1058
1611	CESAR	2981
1612	LEO	802
1613	FRANCISCO JAVIER	1083
1614	ENRIQUE	1458
1615	RODRIGO	2793
1616	GUILLEM	1043
1617	JESUS	922
1618	ANDRES	1872
1619	SAMUEL	706
1620	LUCAS	916
1621	RAUL	1792
1622	AITOR	2802
1623	FRANCISCO JAVIER	2857
1624	IVAN	2304
1625	FERNANDO	2336
1626	JAIME	1348
1627	MARTI	1480
1628	ALONSO	1262
1629	ERIC	1186
1630	YERAY	1739
1631	GABRIEL	2880
1632	ERIK	2313
1633	PAU	2534
1634	OSCAR	2880
1635	NICOLAS	752
1636	MARC	2872
1637	ISAAC	2111
1638	ISMAEL	1964
1639	ROBERTO	1837
1640	IAN	2428
1641	MARCOS	2562
1642	AITOR	2982
1643	MIKEL	2262
1644	SAMUEL	1653
1645	SAUL	1367
1646	JESUS	2287
1647	JUAN	2800
1648	UNAI	1227
1649	JESUS	2385
1650	ISMAEL	2946
1651	ANGEL	1819
1652	IKER	1864
1653	ADRIA	2145
1654	VICTOR	2552
1655	IAN	2398
1656	ALEIX	1135
1657	MIGUEL ANGEL	2671
1658	ALVARO	2356
1659	VICTOR	2803
1660	MATEO	871
1661	LUIS	1912
1662	SERGIO	1408
1663	LEO	1290
1664	ALEJANDRO	2893
1665	ERIK	1084
1666	JORGE	1091
1667	LUCAS	1525
1668	RODRIGO	2514
1669	MARTIN	1534
1670	NICOLAS	2242
1671	ROBERTO	2181
1672	GERARD	1305
1673	JAVIER	1624
1674	MARIO	2139
1675	GABRIEL	1220
1676	GAEL	2748
1677	FERNANDO	665
1678	RUBEN	1463
1679	ANDER	2333
1680	AITOR	2466
1681	MOHAMED	850
1682	YERAY	671
1683	VICTOR	753
1684	MIGUEL ANGEL	2548
1685	IAN	1303
1686	FRANCISCO JAVIER	2749
1687	MIGUEL ANGEL	1168
1688	AARON	1021
1689	CARLOS	1582
1690	GABRIEL	2450
1691	GERARD	2733
1692	JAVIER	783
1693	ISMAEL	1048
1694	GONZALO	1902
1695	MARCO	2368
1696	JORDI	2771
1697	MATEO	2689
1698	MARTI	2921
1699	JOEL	2363
1700	MOHAMED	2832
1701	JAN	1076
1702	SAUL	1901
1703	RAUL	1037
1704	ALONSO	1679
1705	UNAI	1157
1706	ARNAU	2417
1707	ALEX	1408
1708	JOSE ANTONIO	1878
1709	OSCAR	1869
1710	JOSE MANUEL	1592
1711	CRISTIAN	1915
1712	ANDER	2517
1713	RAUL	917
1714	MOHAMED	2530
1715	IKER	1919
1716	ERIK	649
1717	BRUNO	2850
1718	FRANCISCO JAVIER	1553
1719	JOEL	2978
1720	ANGEL	2134
1721	ADAM	2902
1722	ARNAU	1806
1723	LEO	1612
1724	ASIER	2678
1725	ENRIQUE	651
1726	LUCAS	1539
1727	AITOR	2480
1728	BIEL	1386
1729	LUIS	648
1730	PAU	679
1731	ARNAU	1234
1732	JOAN	1625
1733	OLIVER	863
1734	MIKEL	2946
1735	SANTIAGO	692
1736	ALEIX	606
1737	RAUL	1280
1738	IAN	1619
1739	MIKEL	816
1740	ERIK	2881
1741	GERARD	1328
1742	NICOLAS	1608
1743	GABRIEL	2571
1744	MARTIN	2497
1745	JOSE MANUEL	1087
1746	CRISTIAN	675
1747	CARLOS	2455
1748	FRANCISCO	1330
1749	LUIS	1187
1750	FRANCISCO JAVIER	1344
1751	MANUEL	2741
1752	RAYAN	1332
1753	ISMAEL	2739
1754	JOAN	2071
1755	LEO	2025
1756	MANUEL	2513
1757	LUIS	2359
1758	JOSE	2700
1759	JUAN	948
1760	GUILLEM	2342
1761	FRANCISCO JAVIER	2394
1762	PABLO	2251
1763	MATEO	2046
1764	ERIC	1607
1765	RAYAN	985
1766	ANGEL	2933
1767	ANGEL	966
1768	RUBEN	2800
1769	NICOLAS	1091
1770	ALEIX	1957
1771	OMAR	1328
1772	IAN	1284
1773	RAYAN	3000
1774	MATEO	1458
1775	LUCAS	2933
1776	JOEL	2006
1777	ALEIX	1236
1778	SERGIO	2451
1779	PAU	2198
1780	ERIC	2988
1781	GABRIEL	631
1782	ERIC	1489
1783	MARIO	1906
1784	OLIVER	1630
1785	JORGE	2633
1786	GUILLEM	2937
1787	ERIK	1108
1788	MARIO	1217
1789	FRANCISCO JAVIER	1455
1790	BRUNO	1791
1791	CESAR	1792
1792	FERNANDO	1703
1793	ENRIQUE	2226
1794	ENRIQUE	1426
1795	ADRIAN	2702
1796	AITOR	2731
1797	LUIS	2144
1798	IGNACIO	2695
1799	DIEGO	2810
1800	MIKEL	935
1801	JUAN	601
1802	JUAN	718
1803	MIKEL	2875
1804	OMAR	1660
1805	BIEL	2369
1806	ROBERTO	2547
1807	YERAY	2446
1808	YAGO	885
1809	RUBEN	740
1810	MARCO	1582
1811	DIEGO	1386
1812	NICOLAS	2008
1813	ORIOL	2987
1814	ERIK	821
1815	SAUL	1043
1816	JOSE MANUEL	2674
1817	ANTONIO	1038
1818	ISMAEL	1275
1819	IVAN	2534
1820	CRISTIAN	1926
1821	DIEGO	2740
1822	JOAN	822
1823	MATEO	2581
1824	JAN	1062
1825	LEO	2323
1826	HECTOR	1554
1827	SANTIAGO	1877
1828	ADAM	2569
1829	NIL	2451
1830	YAGO	1053
1831	JAVIER	2232
1832	ALEIX	1565
1833	PEDRO	1980
1834	ERIK	2215
1835	CESAR	612
1836	JOSE ANTONIO	2684
1837	JOEL	2932
1838	LUCAS	2112
1839	NIL	2730
1840	ANGEL	751
1841	JORGE	1015
1842	ANDRES	1875
1843	JOAN	829
1844	ERIC	678
1845	ALEIX	921
1846	GUILLEM	1260
1847	SERGIO	2141
1848	CARLOS	1219
1849	OMAR	2808
1850	DARIO	1198
1851	YERAY	2811
1852	NICOLAS	2422
1853	GABRIEL	1549
1854	DANIEL	1764
1855	ALBERTO	2692
1856	DARIO	1322
1857	GONZALO	1469
1858	ALEX	766
1859	SERGIO	2043
1860	HUGO	2484
1861	AARON	2984
1862	PEDRO	805
1863	MARCO	2938
1864	ERIK	2940
1865	IVAN	1187
1866	DANIEL	782
1867	CRISTIAN	1077
1868	JAVIER	2557
1869	MOHAMED	2947
1870	DIEGO	962
1871	PEDRO	951
1872	JAN	1873
1873	JORGE	2988
1874	IKER	1467
1875	JOEL	1435
1876	FERNANDO	1005
1877	MIGUEL ANGEL	830
1878	OSCAR	1312
1879	LEO	2793
1880	SAMUEL	1081
1881	ANDER	1995
1882	JOSE ANTONIO	2668
1883	JOSE MANUEL	1671
1884	ALVARO	814
1885	ENRIQUE	2103
1886	CESAR	657
1887	ADAM	2151
1888	ALEJANDRO	1512
1889	JOAN	831
1890	IVAN	2588
1891	RAYAN	2445
1892	LEO	2518
1893	SAMUEL	2729
1894	HUGO	1315
1895	FRANCISCO JAVIER	784
1896	ALONSO	2635
1897	ERIC	2464
1898	ALVARO	2135
1899	DARIO	2868
1900	CARLOS	2254
1901	BIEL	2347
1902	IKER	990
1903	BRUNO	2837
1904	JOEL	1685
1905	GONZALO	1792
1906	JAIME	618
1907	OLIVER	2961
1908	LEO	2053
1909	LEO	2201
1910	LEO	2815
1911	NIL	609
1912	YERAY	1731
1913	PABLO	2101
1914	JOSE MANUEL	1616
1915	AARON	2651
1916	JESUS	1467
1917	GAEL	841
1918	OSCAR	1512
1919	MATEO	2313
1920	FRANCISCO	2257
1921	OMAR	1707
1922	ALEX	1080
1923	JORGE	2525
1924	GUILLEM	2171
1925	RAYAN	2354
1926	ISAAC	1300
1927	JOSE MANUEL	2509
1928	ASIER	904
1929	ENRIQUE	2947
1930	JOSE ANTONIO	2621
1931	FRANCISCO JAVIER	1470
1932	ADRIA	2405
1933	GONZALO	1554
1934	OMAR	956
1935	JORGE	2973
1936	JON	1098
1937	RODRIGO	739
1938	JESUS	1035
1939	MARC	1696
1940	JORDI	2217
1941	GABRIEL	2464
1942	JON	1859
1943	MARTI	1767
1944	IZAN	676
1945	JAVIER	2587
1946	GUILLERMO	2605
1947	MARTI	2465
1948	RAFAEL	1183
1949	AARON	854
1950	HUGO	811
1951	JAIME	2602
1952	FRANCISCO JAVIER	1851
1953	DIEGO	2735
1954	SERGIO	2067
1955	ANDER	2940
1956	JAIME	1799
1957	RUBEN	981
1958	IKER	608
1959	NIL	2994
1960	ERIC	2598
1961	LEO	2423
1962	MARIO	1887
1963	MARIO	1707
1964	YERAY	2906
1965	LUCAS	751
1966	OSCAR	883
1967	ASIER	1083
1968	JUAN	1002
1969	ASIER	1909
1970	UNAI	2166
1971	MARC	2563
1972	RODRIGO	801
1973	LEO	2705
1974	CARLOS	1901
1975	JOAN	2815
1976	ARNAU	1466
1977	NIL	1405
1978	PAU	1575
1979	RAYAN	2687
1980	NIL	2987
1981	ENRIQUE	2735
1982	JUAN	629
1983	JORDI	903
1984	CRISTIAN	725
1985	CARLOS	995
1986	JOSE	2411
1987	ALEX	2305
1988	ALBERTO	1141
1989	JORGE	1955
1990	ALBERTO	2371
1991	PAU	905
1992	GERARD	1120
1993	ISMAEL	2098
1994	FERNANDO	2493
1995	MARTIN	1724
1996	BIEL	2423
1997	ADAM	2592
1998	ADAM	2533
1999	ANDER	1235
2000	LUCAS	1659
2001	LUIS	875
2002	RAYAN	1031
2003	ALEX	789
2004	SANTIAGO	1798
2005	ROBERTO	2762
2006	ANTONIO	1439
2007	IGNACIO	1996
2008	SAMUEL	1113
2009	RAUL	2424
2010	IKER	2956
2011	EDUARDO	2658
2012	GERARD	1836
2013	HUGO	2446
2014	ORIOL	1484
2015	ISAAC	783
2016	PABLO	1132
2017	MARCO	1502
2018	JON	1791
2019	JOAN	635
2020	MARTIN	2189
2021	DIEGO	1664
2022	EDUARDO	1028
2023	NICOLAS	2491
2024	MATEO	2272
2025	ISMAEL	2532
2026	ENRIQUE	1199
2027	OLIVER	1059
2028	MATEO	2588
2029	VICTOR	1649
2030	GUILLEM	1945
2031	DAVID	2640
2032	ROBERTO	1818
2033	RAFAEL	887
2034	JON	2774
2035	ISAAC	2079
2036	JOSE MANUEL	2968
2037	RAYAN	2801
2038	LEO	1675
2039	JUAN	1493
2040	ALEJANDRO	2384
2041	OMAR	2566
2042	HUGO	900
2043	IVAN	2421
2044	GUILLERMO	662
2045	ALEIX	1015
2046	JOSE MANUEL	2519
2047	DARIO	2719
2048	MIGUEL	642
2049	VICTOR	1039
2050	YAGO	2953
2051	ALEJANDRO	2801
2052	CRISTIAN	1879
2053	ANTONIO	811
2054	ORIOL	1208
2055	ANDER	2173
2056	JAIME	2446
2057	RAYAN	986
2058	SAUL	1391
2059	IZAN	1975
2060	ANDRES	1288
2061	ADRIA	1229
2062	ANTONIO	2442
2063	NIL	725
2064	JOSE ANTONIO	1749
2065	CRISTIAN	2307
2066	NIL	1548
2067	SANTIAGO	2379
2068	IGNACIO	2990
2069	ALONSO	1409
2070	GONZALO	1155
2071	GONZALO	1724
2072	SAMUEL	2302
2073	ALEIX	2162
2074	RAUL	1095
2075	RAYAN	2137
2076	FRANCISCO	938
2077	ERIK	2783
2078	BIEL	2862
2079	MIGUEL	1243
2080	ADRIAN	2284
2081	RAUL	1502
2082	JOSE MANUEL	1512
2083	NICOLAS	2087
2084	MARCOS	1657
2085	FRANCISCO	1572
2086	MARCOS	2287
2087	IAN	990
2088	LEO	1608
2089	ANDER	2422
2090	YAGO	1402
2091	MARCO	2927
2092	IKER	2851
2093	FERNANDO	2261
2094	IZAN	2313
2095	JORGE	740
2096	LUCAS	999
2097	LEO	2589
2098	ANTONIO	1207
2099	ISMAEL	2970
2100	FERNANDO	2690
2101	ERIC	2869
2102	JOEL	2152
2103	ARNAU	1672
2104	BRUNO	2942
2105	JOEL	1847
2106	ERIC	681
2107	IGNACIO	2589
2108	ERIC	701
2109	FRANCISCO JAVIER	2239
2110	GUILLERMO	2970
2111	HUGO	1597
2112	GUILLEM	711
2113	DAVID	803
2114	RAFAEL	2384
2115	IKER	1386
2116	BIEL	1784
2117	FRANCISCO	1601
2118	OSCAR	1179
2119	ALEX	1711
2120	SANTIAGO	2129
2121	IKER	2051
2122	JORDI	2367
2123	LUCAS	2146
2124	MIGUEL ANGEL	2929
2125	NIL	1625
2126	ISAAC	1086
2127	ORIOL	1505
2128	GAEL	859
2129	GUILLEM	1460
2130	ISMAEL	694
2131	ERIK	650
2132	ANDRES	1070
2133	ADAM	1538
2134	ROBERTO	1984
2135	SANTIAGO	2270
2136	IVAN	1676
2137	ANGEL	1428
2138	DIEGO	2523
2139	ISMAEL	1572
2140	GUILLEM	2804
2141	DANIEL	883
2142	GUILLERMO	1084
2143	IKER	954
2144	GUILLERMO	1434
2145	SANTIAGO	1794
2146	FRANCISCO JAVIER	1620
2147	AITOR	746
2148	DIEGO	1608
2149	ALONSO	1297
2150	UNAI	2010
2151	ANDER	2852
2152	FRANCISCO	695
2153	GUILLEM	2485
2154	RAFAEL	2174
2155	JORGE	1737
2156	ADAM	2193
2157	CESAR	2640
2158	ALEX	2191
2159	MIGUEL ANGEL	1852
2160	DAVID	2375
2161	JAVIER	905
2162	ALBERTO	1888
2163	ALBERTO	2611
2164	LEO	1533
2165	JON	1776
2166	SANTIAGO	2171
2167	VICTOR	2828
2168	BIEL	1719
2169	RAYAN	1284
2170	NIL	1197
2171	MARCOS	1393
2172	LUIS	2962
2173	MARCO	1280
2174	MARTI	2453
2175	AITOR	1800
2176	MIGUEL ANGEL	2834
2177	AITOR	1434
2178	ANDRES	705
2179	HUGO	2009
2180	ERIC	689
2181	YERAY	1265
2182	CESAR	2124
2183	MARC	765
2184	ERIC	1983
2185	GUILLERMO	2048
2186	IAN	2032
2187	CESAR	2842
2188	MIKEL	1906
2189	IAN	1564
2190	DIEGO	2310
2191	JOEL	2154
2192	MANUEL	1118
2193	JORGE	2419
2194	DARIO	655
2195	BIEL	2733
2196	OSCAR	1572
2197	JUAN	1502
2198	RODRIGO	2476
2199	SERGIO	2124
2200	GAEL	1905
2201	JAVIER	2423
2202	FRANCISCO JAVIER	2810
2203	IZAN	2888
2204	ANDRES	2016
2205	ADRIAN	1261
2206	GAEL	2920
2207	ANDER	2577
2208	LUCAS	2557
2209	JORDI	2438
2210	FRANCISCO JAVIER	1895
2211	ERIC	2156
2212	MATEO	2473
2213	FRANCISCO JAVIER	2829
2214	MARTI	2975
2215	ASIER	2279
2216	DAVID	2506
2217	GERARD	1893
2218	ENRIQUE	665
2219	RAUL	1100
2220	FERNANDO	2894
2221	SAUL	2442
2222	FRANCISCO	2183
2223	GAEL	1789
2224	ALEX	1462
2225	EDUARDO	2372
2226	ERIK	1840
2227	DAVID	2001
2228	DIEGO	857
2229	IAN	1412
2230	RUBEN	2808
2231	ALBERTO	877
2232	YAGO	1085
2233	SANTIAGO	1178
2234	ADRIAN	2859
2235	ISMAEL	1196
2236	ROBERTO	1085
2237	ERIC	986
2238	MIGUEL ANGEL	1308
2239	JOSE	2814
2240	ISAAC	1424
2241	SAUL	1115
2242	LUCAS	2087
2243	PABLO	880
2244	JORDI	610
2245	FERNANDO	2001
2246	ROBERTO	1532
2247	MARC	1707
2248	HECTOR	1989
2249	IVAN	2373
2250	IKER	960
2251	MARIO	2259
2252	JAVIER	2842
2253	GAEL	2941
2254	ENRIQUE	1297
2255	LEO	1977
2256	NICOLAS	1493
2257	JORDI	2602
2258	VICTOR	1876
2259	NIL	1436
2260	FRANCISCO JAVIER	2614
2261	ALBERTO	1922
2262	ALEIX	1343
2263	JON	2417
2264	JESUS	1025
2265	ISAAC	1534
2266	GERARD	2777
2267	OMAR	649
2268	DAVID	2801
2269	IVAN	780
2270	ANDRES	1933
2271	ADRIA	2015
2272	ANDRES	1956
2273	MIGUEL ANGEL	1381
2274	ORIOL	988
2275	MIGUEL ANGEL	1380
2276	ISMAEL	1760
2277	VICTOR	848
2278	MIGUEL ANGEL	2608
2279	GONZALO	1383
2280	ALEIX	1010
2281	ALEIX	2826
2282	ADRIA	1908
2283	MARCOS	1650
2284	FRANCISCO	2249
2285	ROBERTO	2288
2286	MARTI	2489
2287	DIEGO	1383
2288	EDUARDO	2783
2289	ADRIAN	2166
2290	DARIO	1508
2291	AITOR	2769
2292	NIL	2344
2293	SAMUEL	2355
2294	OLIVER	999
2295	RAUL	2630
2296	LUCAS	2797
2297	GUILLERMO	604
2298	FRANCISCO	1351
2299	DANIEL	2698
2300	RAUL	2199
2301	VICTOR	867
2302	HUGO	2068
2303	IKER	1139
2304	ANDRES	2675
2305	ANDER	1628
2306	OSCAR	1483
2307	VICTOR	2272
2308	JOSE ANTONIO	2794
2309	ANDER	2185
2310	IZAN	1506
2311	OSCAR	722
2312	OMAR	2721
2313	ERIC	2869
2314	JESUS	2001
2315	JOAN	2667
2316	ADRIA	655
2317	DIEGO	1237
2318	YAGO	2578
2319	RAYAN	659
2320	JOAN	2403
2321	SERGIO	2747
2322	ERIC	932
2323	SAUL	1757
2324	ALBERTO	2415
2325	MARCO	1060
2326	IVAN	2246
2327	IZAN	893
2328	JORDI	1408
2329	JOSE	929
2330	ALONSO	2944
2331	MOHAMED	2218
2332	MARTI	2036
2333	JOAN	993
2334	MARIO	1453
2335	DAVID	2369
2336	DANIEL	1953
2337	RAUL	2265
2338	AARON	1689
2339	ANGEL	2142
2340	LUCAS	1118
2341	ROBERTO	1697
2342	JUAN	2043
2343	ASIER	2146
2344	ALEJANDRO	695
2345	MANUEL	2467
2346	GUILLEM	687
2347	HECTOR	932
2348	RAYAN	2639
2349	IZAN	2525
2350	SAUL	2854
2351	YAGO	718
2352	GAEL	2794
2353	GUILLEM	1587
2354	MARTIN	2472
2355	ADAM	848
2356	FRANCISCO JAVIER	2734
2357	JAIME	2099
2358	EDUARDO	1673
2359	JOEL	1140
2360	IVAN	1647
2361	CARLOS	2820
2362	OSCAR	1635
2363	ORIOL	1237
2364	GUILLEM	1304
2365	CESAR	1880
2366	ISAAC	1798
2367	ISAAC	1139
2368	OLIVER	894
2369	GUILLEM	1547
2370	PEDRO	2188
2371	SERGIO	2821
2372	ENRIQUE	2896
2373	ALVARO	2898
2374	GERARD	918
2375	JOSE ANTONIO	1468
2376	MARTIN	897
2377	EDUARDO	1687
2378	MARCOS	2991
2379	MIGUEL	1880
2380	ADRIAN	2753
2381	ADAM	1703
2382	OSCAR	657
2383	DANIEL	1854
2384	ERIK	2039
2385	MARCO	2363
2386	BIEL	1724
2387	ADRIA	2157
2388	SANTIAGO	775
2389	LUCAS	618
2390	MIGUEL ANGEL	742
2391	MARCO	1654
2392	SAUL	1463
2393	MANUEL	1697
2394	MARTIN	2329
2395	ALBERTO	1121
2396	NICOLAS	2632
2397	ANDER	659
2398	NICOLAS	1647
2399	ALONSO	2708
2400	MARCOS	2937
2401	AARON	890
2402	NIL	2861
2403	MARCOS	1333
2404	NIL	1104
2405	OMAR	631
2406	MIGUEL ANGEL	760
2407	RAYAN	2357
2408	NICOLAS	2530
2409	GUILLEM	2442
2410	ROBERTO	692
2411	ANGEL	1295
2412	ROBERTO	2290
2413	ASIER	2544
2414	HUGO	940
2415	ADAM	1518
2416	GONZALO	1666
2417	DAVID	877
2418	RAFAEL	926
2419	GUILLEM	1472
2420	FERNANDO	2412
2421	LUIS	2419
2422	IAN	1281
2423	ORIOL	2204
2424	GUILLEM	2980
2425	BIEL	2521
2426	ALEX	1655
2427	GONZALO	1038
2428	FRANCISCO	2218
2429	MIGUEL	1951
2430	SAMUEL	624
2431	SAMUEL	2974
2432	FRANCISCO JAVIER	790
2433	HUGO	1422
2434	JOSE	1898
2435	ARNAU	1895
2436	DARIO	2174
2437	MIKEL	1867
2438	ORIOL	2483
2439	ALEJANDRO	927
2440	DIEGO	1669
2441	MARCOS	1999
2442	JOEL	1355
2443	ALEJANDRO	1263
2444	LEO	2936
2445	GUILLEM	2160
2446	RAFAEL	1485
2447	CESAR	2509
2448	LUIS	2286
2449	FRANCISCO	2719
